Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
205,0.29671,1.629824288
205.2,0.30884,1.698459137
205.4,0.39114,2.153605836
205.6,0.21563,1.188652952
205.8,0.052692,0.290805054
206,0.37944,2.096578988
206.2,0.10033,0.555020796
206.4,0,0
206.6,0.044753,0.248153085
206.8,0.083906,0.465799804
207,0.32953,1.831510776
207.2,0,0
207.4,0,0
207.6,0.26854,1.497769882
207.8,0.39345,2.197008904
208,0.31255,1.747299738
208.2,0.69343,3.881107392
208.4,0.3433,1.923673869
208.6,0.15502,0.869659946
208.8,0.050141,0.281616636
209,0.35783,2.012079468
209.2,0.058879,0.331460178
209.4,0.067951,0.382973591
209.6,0.22112,1.247678037
209.8,0.39933,2.255835682
210,0.22169,1.253782306
210.2,0.22212,1.257661303
210.4,0.34156,1.936165739
210.6,0.47535,2.697664948
210.8,0.20736,1.178142907
211,0.37544,2.135558645
211.2,0.711,4.048909119
211.4,0.091265,0.520318957
211.6,0.073394,0.41891162
211.8,0.065153,0.372299303
212,0.070851,0.405321129
212.2,0.35834,2.05231255
212.4,0.75372,4.321680958
212.6,0.054613,0.313496465
212.8,0.22567,1.296892253
213,0.24014,1.381616552
213.2,0.47106,2.713261829
213.4,0.1805,1.040841603
213.6,0.19263,1.112046184
213.8,0.22687,1.311193954
214,0.064279,0.37191993
214.2,0.61955,3.588778707
214.4,0.35868,2.080017383
214.6,0.5886,3.417189426
214.8,0.34178,1.986478835
215,0.24691,1.436693033
215.2,0.29472,1.71681079
215.4,0.30794,1.795833052
215.6,0.13256,0.773925027
215.8,0.7358,4.300631496
216,0.28659,1.676945872
216.2,0.22178,1.299168462
216.4,0.50306,2.950172893
216.6,0.72465,4.254417287
216.8,0.53645,3.153004999
217,0.23098,1.359104731
217.2,0.63982,3.768938172
217.4,0.16378,0.965837893
217.6,0.071904,0.42450041
217.8,0.23218,1.372243173
218,0.45265,2.678240204
218.2,0.48054,2.846405651
218.4,0.30924,1.833760793
218.6,0.54054,3.208884954
218.8,0.10769,0.640000775
219,0.044238,0.263195794
219.2,0.20618,1.22802683
219.4,0.45079,2.6878992
219.6,0.44128,2.634085448
219.8,0.48336,2.88843606
220,0.1676,1.002633074
220.2,0.29541,1.769166448
220.4,0.40667,2.438151314
220.6,0.16163,0.970096724
220.8,0.29567,1.776537591
221,0.23189,1.394834773
221.2,0.35228,2.121298908
221.4,0.21916,1.321136951
221.6,0.73728,4.449294981
221.8,0.34213,2.066910329
222,0.39238,2.373059383
222.2,0.23718,1.435987326
222.4,0.46717,2.831508188
222.6,0.26213,1.590484614
222.8,0.34761,2.111418932
223,0.24172,1.46981839
223.2,0.10752,0.654498757
223.4,0.38393,2.339589353
223.6,0.40888,2.49431335
223.8,0.089722,0.547925086
224,0.051391,0.314178124
224.2,0.39204,2.399304839
224.4,0.23977,1.468979076
224.6,0.0060563,0.037144405
224.8,0.105,0.644673957
225,0.23998,1.474993891
225.2,0.17306,1.064818925
225.4,0.12324,0.759091599
225.6,0.81426,5.02074975
225.8,0.40862,2.522247027
226,0.24142,1.491774972
226.2,0.091559,0.566360205
226.4,0.49519,3.066371163
226.6,0.32409,2.008996602
226.8,0.18864,1.170597584
227,0.23113,1.435786842
227.2,0.30337,1.886538383
227.4,0,0
227.6,0.1282,0.79891104
227.8,0.056826,0.3544994
228,0.24343,1.520197762
228.2,0.40087,2.506032345
228.4,0.27238,1.704570673
228.6,0.13584,0.850988527
228.8,0.1648,1.033496549
229,0.74694,4.689136637
229.2,0.11503,0.722891627
229.4,0.43871,2.759904598
229.6,0.50025,3.150341635
229.8,0.21332,1.344793833
230,0.014953,0.09436384
230.2,0.24533,1.54981774
230.4,0.4077,2.578237604
230.6,0.22861,1.447202386
230.8,0.32475,2.0579489
231,0.21828,1.384682857
231.2,0.36586,2.323281354
231.4,0,0
231.6,0.74227,4.723332181
231.8,0,0
232,0.43431,2.769391625
232.2,0.3277,2.091747784
232.4,0.345,2.20444805
232.6,0.33878,2.166935588
232.8,0.013081,0.083756056
233,0,0
233.2,0.17523,1.124285227
233.4,0.12459,0.800197093
233.6,0.64037,4.117087259
233.8,0.16974,1.092416304
234,0.16605,1.069762348
234.2,0,0
234.4,0.21276,1.37349168
234.6,0.24961,1.613025388
234.8,0.59136,3.825374101
235,0.097684,0.632539604
235.2,0.25018,1.62165614
235.4,0.061193,0.397053838
235.6,0.18103,1.175815691
235.8,0.12972,0.84340518
236,0.42335,2.755301252
236.2,0.078819,0.513499737
236.4,0.2511,1.63755304
236.6,0.32324,2.11014694
236.8,0.56022,3.660873537
237,0.42707,2.793593941
237.2,0.3215,2.10514915
237.4,0.26434,1.732614879
237.6,0.37344,2.450173457
237.8,0.13762,0.903845032
238,0.51341,3.375302907
238.2,0.40829,2.686907809
238.4,1.1925,7.855567903
238.6,0.51441,3.392058736
238.8,0.43529,2.873207549
239,0.21199,1.400675774
239.2,0.15592,1.031234868
239.4,0.37585,2.48830393
239.6,0.12077,0.80035126
239.8,0.075976,0.503999698
240,0.5484,3.641523947
240.2,0.1398,0.929232431
240.4,0.037577,0.250017464
240.6,0.0882,0.587418296
240.8,0.2553,1.702001482
241,0.01963,0.130996365
241.2,0.1067,0.712742712
241.4,0.071414,0.477508094
241.6,0.6325,4.233372789
241.8,0.25609,1.715721543
242,0.25637,1.719290179
242.2,0.33729,2.264189824
242.4,0.21757,1.461959583
242.6,0,0
242.8,0,0
243,0.5036,3.393912281
243.2,0.35129,2.369769215
243.4,0.40353,2.72484038
243.6,0.25789,1.743108069
243.8,0.13019,0.88082901
244,0.24837,1.682042216
244.2,0.0076238,0.051681204
244.4,0.25828,1.752568002
244.6,0.2584,1.755089165
244.8,0.64695,4.398449104
245,0.25883,1.761429424
245.2,0.084506,0.575651398
245.4,0.48525,3.308708832
245.6,0.27998,1.910911651
245.8,0,0
246,0.13394,0.915933397
246.2,0.52574,3.598686627
246.4,0.7033,4.818730552
246.6,0.3492,2.39488621
246.8,0.20639,1.416829302
247,0.10348,0.711054907
247.2,0.47031,3.234807035
247.4,0.35248,2.426697835
247.6,0.33218,2.289134815
247.8,0.27498,1.896772632
248,0.39084,2.698541242
248.2,0.45455,3.14142877
248.4,0.26183,1.811256979
248.6,0.066114,0.457792658
248.8,0.16915,1.172361989
249,0.15946,1.106255485
249.2,0.066294,0.460353517
249.4,0.3747,2.60443854
249.6,0.34707,2.414683919
249.8,0.0074444,0.051842427
250,0,0
250.2,0.58499,4.081574123
250.4,0.15122,1.056086772
250.6,0.2319,1.621070003
250.8,0.21691,1.517716924
251,0.26405,1.849298799
251.2,0.43346,3.038639567
251.4,0.2481,1.740867458
251.6,0.34387,2.415135761
251.8,0.23834,1.675529389
252,0.25575,1.799608979
252.2,0.26503,1.866656816
252.4,0.077305,0.544983691
252.6,0.3705,2.614388682
252.8,0,0
253,0.024149,0.170722898
253.2,0.16409,1.161126132
253.4,0,0
253.6,0.48789,3.458813744
253.8,0.4164,2.954740168
254,0.26589,1.88848461
254.2,0.33359,2.371520568
254.4,0.39756,2.828906138
254.6,0.067936,0.483857382
254.8,0.26701,1.903469964
255,0.26717,1.906368514
255.2,0.26708,1.907483374
255.4,0.47883,3.422949868
255.6,0.27587,1.973890331
255.8,0.44637,3.196777938
256,0.14294,1.024636314
256.2,0,0
256.4,0.19533,1.402751103
256.6,0.13992,1.005746838
256.8,0.10375,0.746438051
257,0.63298,4.558185696
257.2,0.43225,3.115537383
257.4,0.66821,4.82065946
257.6,0,0
257.8,0.17881,1.292334872
258,0.46941,3.395704265
258.2,0.14029,1.015776322
258.4,0.19847,1.438333755
258.6,0.19417,1.408445199
258.8,0,0
259,0.19646,1.427633631
259.2,0.090841,0.660718287
259.4,0.27026,1.967467538
259.6,0.02836,0.206644098
259.8,0,0
260,0,0
260.2,0.11595,0.84714556
260.4,0.54589,3.991919646
260.6,0.33288,2.436426538
260.8,0.075386,0.552261651
261,0.11817,0.866462146
261.2,0.021514,0.157888791
261.4,0.17277,1.269070796
261.6,0,0
261.8,0.19808,1.457577754
262,0,0
262.2,0.18868,1.390877871
262.4,0.070129,0.517423569
262.6,0.13424,0.991323837
262.8,0.20848,1.540929124
263,0.27283,2.018341564
263.2,0.43056,3.188013225
263.4,0.2889,2.141004044
263.6,0.099465,0.737774031
263.8,0.62858,4.666555003
264,0.32446,2.410900959
264.2,0.64285,4.780902129
264.4,0.31712,2.36050792
264.6,0,0
264.8,0,0
265,0.40368,3.012740297
265.2,0.084425,0.630631513
265.4,0.11219,0.838761552
265.6,0,0
265.8,0.10398,0.778740232
266,0.27485,2.06023712
266.2,0.071148,0.533780208
266.4,0.14805,1.111696203
266.6,0.19883,1.494297955
266.8,0.48007,3.611079714
267,0.42278,3.182905917
267.2,0.52028,3.920333373
267.4,0.088631,0.668417269
267.6,0.27634,2.085842698
267.8,0.44426,3.356220193
268,0,0
268.2,0.18377,1.390713456
268.4,0.42503,3.21926704
268.6,0,0
268.8,0.40732,3.090443851
269,0,0
269.2,0.30026,2.28206976
269.4,0.537,4.084871127
269.6,0.2774,2.111946072
269.8,0.27755,2.114898601
270,0.64884,4.948317326
270.2,0.34626,2.642977823
270.4,0.26569,2.029725607
270.6,0.47046,3.597124053
270.8,0.14225,1.088567184
271,0,0
271.2,0,0
271.4,0.15335,1.176509622
271.6,0.27926,2.144318779
271.8,0.27876,2.14229686
272,0.10282,0.790851685
272.2,0.04234,0.325938917
272.4,0.15866,1.22241988
272.6,0,0
272.8,0.20429,1.576646248
273,0,0
273.2,0.015799,0.122137675
273.4,0.39311,3.04158602
273.6,0,0
273.8,0.20482,1.587410805
274,0,0
274.2,0.35963,2.79191737
274.4,0.30753,2.389453024
274.6,0.15557,1.209764689
274.8,0,0
275,0.20549,1.60063712
275.2,0.14265,1.112082653
275.4,0.073278,0.571744089
275.6,0.37131,2.899527249
275.8,0.23539,1.839673362
276,0,0
276.2,0,0
276.4,0,0
276.6,0.15737,1.234014364
276.8,0.59377,4.659905869
277,0.28289,2.221962913
277.2,0.41854,3.290153753
277.4,0,0
277.6,0.049151,0.387017587
277.8,0.66707,5.25688964
278,0.11293,0.890687968
278.2,0.24446,1.929667905
278.4,0.2835,2.239680351
278.6,0.47481,3.754142444
278.8,0.09321,0.737583198
279,0.41862,3.315322666
279.2,0.14976,1.187021783
279.4,0.3626,2.876387495
279.6,0.26238,2.0830839
279.8,0.018985,0.150849122
280,0.28502,2.266539971
280.2,0.28484,2.266963853
280.4,0.03281,0.261339546
280.6,0.11628,0.926955573
280.8,0.48103,3.837786121
281,0.028073,0.224156767
281.2,0.13678,1.093049341
281.4,0.084639,0.676926546
281.6,0.69839,5.59013899
281.8,0.28643,2.294543982
282,0.10047,0.805503246
282.2,0.47269,3.79280082
282.4,0.46648,3.746011442
282.6,0.060824,0.488836043
282.8,0.12093,0.972689414
283,0.28707,2.310891544
283.2,0.43339,3.491579881
283.4,0.14145,1.140504794
283.6,0.093528,0.754721296
283.8,0.69393,5.604167937
284,0.12359,0.998916205
284.2,0.027492,0.222383233
284.4,0.39552,3.201944947
284.6,0.39355,3.188561268
284.8,0.075699,0.613810286
285,0.28876,2.343311126
285.2,0.083034,0.674368873
285.4,0.21125,1.717064636
285.6,0,0
285.8,0,0
286,0,0
286.2,0,0
286.4,0.6386,5.211427865
286.6,0,0
286.8,0,0
287,0.10626,0.869235045
287.2,0.4495,3.679960251
287.4,0.29033,2.378762613
287.6,0.29027,2.380163795
287.8,0.29049,2.383862077
288,0.2908,2.388302493
288.2,0.38636,3.175644103
288.4,0.23602,1.941480165
288.6,0.036141,0.297528484
288.8,0.17479,1.44008772
289,0.38714,3.192156246
289.2,0.038359,0.316538727
289.4,0,0
289.6,0,0
289.8,0.15658,1.295164146
290,0.58553,4.847079746
290.2,0.32841,2.720756213
290.4,0.098545,0.817052285
290.6,0.29262,2.428068948
290.8,0.035469,0.294542158
291,0,0
291.2,0.59712,4.966408417
291.4,0.69396,5.776383742
291.6,0,0
291.8,0.0034519,0.028778003
292,0.37707,3.146041858
292.2,0.42618,3.558569151
292.4,0.48454,4.049035376
292.6,0.10333,0.864147188
292.8,0.47764,3.997616243
293,0.064802,0.542784836
293.2,0.24947,2.09120339
293.4,0.18149,1.522541242
293.6,0.28262,2.372779831
293.8,0.29496,2.478309993
294,0.078383,0.659101207
294.2,0.20732,1.744652423
294.4,0.33359,2.80942863
294.6,0.31583,2.661922423
294.8,0.10814,0.912147738
295,0.48407,4.086237142
295.2,0.057309,0.48414403
295.4,0,0
295.6,0.20852,1.764296183
295.8,0.0075079,0.063573765
296,0,0
296.2,0.21705,1.840729316
296.4,0.091692,0.778209616
296.6,0.12481,1.06010606
296.8,0.43521,3.699417666
297,0,0
297.2,0,0
297.4,0.27229,2.31989631
297.6,0.16302,1.389989315
297.8,0,0
298,0.075278,0.642843676
298.2,0.29778,2.544871575
298.4,0.09638,0.824309099
298.6,0.59649,5.105507887
298.8,0.77344,6.625136209
299,0.38247,3.278670284
299.2,0.18061,1.549437758
299.4,0,0
299.6,0.27783,2.387122986
299.8,0.43802,3.766352272
300,0.16009,1.37759746
